nj=20;
nm=10;
Ops = {
< 1 1 3 19 0 11 >
< 1 2 1 30 0 3 >
< 1 3 2 68 0 1 >
< 1 4 5 55 0 2 >
< 1 5 4 24 0 5 >
< 1 6 9 34 0 4 >
< 1 7 8 72 0 9 >
< 1 8 6 32 0 8 >
< 1 9 10 62 0 6 >
< 1 10 7 45 1 10 >
< 2 1 3 63 0 11 >
< 2 2 2 11 0 3 >
< 2 3 5 65 0 2 >
< 2 4 4 16 0 5 >
< 2 5 1 67 0 4 >
< 2 6 10 95 0 1 >
< 2 7 9 23 0 10 >
< 2 8 8 82 0 9 >
< 2 9 7 52 0 8 >
< 2 10 6 53 1 7 >
< 3 1 3 19 0 11 >
< 3 2 5 17 0 3 >
< 3 3 2 79 0 5 >
< 3 4 4 49 0 2 >
< 3 5 1 12 0 4 >
< 3 6 8 41 0 1 >
< 3 7 10 67 0 8 >
< 3 8 9 40 0 10 >
< 3 9 7 25 0 9 >
< 3 10 6 42 1 7 >
< 4 1 1 42 0 11 >
< 4 2 3 71 0 1 >
< 4 3 4 27 0 3 >
< 4 4 5 95 0 4 >
< 4 5 2 19 0 5 >
< 4 6 6 48 0 2 >
< 4 7 9 100 0 6 >
< 4 8 7 31 0 9 >
< 4 9 8 25 0 7 >
< 4 10 10 38 1 8 >
< 5 1 4 1 0 11 >
< 5 2 2 100 0 4 >
< 5 3 5 68 0 2 >
< 5 4 1 94 0 5 >
< 5 5 3 89 0 1 >
< 5 6 6 86 0 3 >
< 5 7 8 35 0 6 >
< 5 8 10 29 0 8 >
< 5 9 9 56 0 10 >
< 5 10 7 55 1 9 >
< 6 1 5 93 0 11 >
< 6 2 2 53 0 5 >
< 6 3 3 4 0 2 >
< 6 4 4 48 0 3 >
< 6 5 1 57 0 4 >
< 6 6 9 99 0 1 >
< 6 7 8 67 0 9 >
< 6 8 6 86 0 8 >
< 6 9 7 80 0 6 >
< 6 10 10 60 1 7 >
< 7 1 5 82 0 11 >
< 7 2 2 95 0 5 >
< 7 3 3 12 0 2 >
< 7 4 1 60 0 3 >
< 7 5 4 80 0 1 >
< 7 6 9 88 0 4 >
< 7 7 8 5 0 9 >
< 7 8 7 81 0 8 >
< 7 9 10 52 0 7 >
< 7 10 6 69 1 10 >
< 8 1 4 79 0 11 >
< 8 2 2 31 0 4 >
< 8 3 5 63 0 2 >
< 8 4 1 28 0 5 >
< 8 5 3 64 0 1 >
< 8 6 9 63 0 3 >
< 8 7 6 29 0 9 >
< 8 8 8 75 0 6 >
< 8 9 10 18 0 8 >
< 8 10 7 33 1 10 >
< 9 1 5 9 0 11 >
< 9 2 2 64 0 5 >
< 9 3 3 31 0 2 >
< 9 4 1 13 0 3 >
< 9 5 4 33 0 1 >
< 9 6 10 82 0 4 >
< 9 7 7 79 0 10 >
< 9 8 6 30 0 7 >
< 9 9 8 84 0 6 >
< 9 10 9 20 1 8 >
< 10 1 3 14 0 11 >
< 10 2 1 56 0 3 >
< 10 3 2 95 0 1 >
< 10 4 5 34 0 2 >
< 10 5 4 13 0 5 >
< 10 6 7 16 0 4 >
< 10 7 6 44 0 7 >
< 10 8 8 45 0 6 >
< 10 9 9 62 0 8 >
< 10 10 10 86 1 9 >
< 11 1 5 66 0 11 >
< 11 2 4 9 0 5 >
< 11 3 3 66 0 4 >
< 11 4 2 46 0 3 >
< 11 5 1 12 0 2 >
< 11 6 6 10 0 1 >
< 11 7 8 58 0 6 >
< 11 8 7 6 0 8 >
< 11 9 9 62 0 7 >
< 11 10 10 17 1 9 >
< 12 1 5 89 0 11 >
< 12 2 2 52 0 5 >
< 12 3 3 37 0 2 >
< 12 4 4 74 0 3 >
< 12 5 1 7 0 4 >
< 12 6 9 43 0 1 >
< 12 7 6 96 0 9 >
< 12 8 8 89 0 6 >
< 12 9 7 21 0 8 >
< 12 10 10 66 1 7 >
< 13 1 2 73 0 11 >
< 13 2 4 68 0 2 >
< 13 3 3 5 0 4 >
