nj=20;
nm=15;
Ops = {
< 1 1 6 8 0 16 >
< 1 2 4 73 0 6 >
< 1 3 1 69 0 4 >
< 1 4 3 38 0 1 >
< 1 5 7 6 0 3 >
< 1 6 5 62 0 7 >
< 1 7 2 78 0 5 >
< 1 8 10 79 0 2 >
< 1 9 9 59 0 10 >
< 1 10 14 77 0 9 >
< 1 11 12 22 0 14 >
< 1 12 11 80 0 12 >
< 1 13 13 58 0 11 >
< 1 14 15 49 0 13 >
< 1 15 8 48 1 15 >
< 2 1 4 34 0 16 >
< 2 2 5 29 0 4 >
< 2 3 3 69 0 5 >
< 2 4 1 5 0 3 >
< 2 5 6 63 0 1 >
< 2 6 2 82 0 6 >
< 2 7 7 94 0 2 >
< 2 8 15 17 0 7 >
< 2 9 12 94 0 15 >
< 2 10 10 29 0 12 >
< 2 11 11 5 0 10 >
< 2 12 14 75 0 11 >
< 2 13 8 15 0 14 >
< 2 14 9 61 0 8 >
< 2 15 13 61 1 9 >
< 3 1 2 52 0 16 >
< 3 2 3 30 0 2 >
< 3 3 1 25 0 3 >
< 3 4 7 17 0 1 >
< 3 5 4 46 0 7 >
< 3 6 5 86 0 4 >
< 3 7 6 3 0 5 >
< 3 8 15 70 0 6 >
< 3 9 12 34 0 15 >
< 3 10 10 23 0 12 >
< 3 11 11 68 0 10 >
< 3 12 14 76 0 11 >
< 3 13 9 53 0 14 >
< 3 14 13 71 0 9 >
< 3 15 8 9 1 13 >
< 4 1 3 50 0 16 >
< 4 2 5 20 0 3 >
< 4 3 4 24 0 5 >
< 4 4 1 53 0 4 >
< 4 5 2 97 0 1 >
< 4 6 6 79 0 2 >
< 4 7 7 92 0 6 >
< 4 8 15 3 0 7 >
< 4 9 13 52 0 15 >
< 4 10 11 75 0 13 >
< 4 11 10 74 0 11 >
< 4 12 9 59 0 10 >
< 4 13 8 75 0 9 >
< 4 14 14 84 0 8 >
< 4 15 12 99 1 14 >
< 5 1 3 15 0 16 >
< 5 2 1 61 0 3 >
< 5 3 4 47 0 1 >
< 5 4 5 38 0 4 >
< 5 5 7 49 0 5 >
< 5 6 6 21 0 7 >
< 5 7 2 6 0 6 >
< 5 8 12 8 0 2 >
< 5 9 9 71 0 12 >
< 5 10 15 83 0 9 >
< 5 11 14 24 0 15 >
< 5 12 13 18 0 14 >
< 5 13 10 33 0 13 >
< 5 14 8 70 0 10 >
< 5 15 11 100 1 8 >
< 6 1 5 48 0 16 >
< 6 2 6 50 0 5 >
< 6 3 3 66 0 6 >
< 6 4 1 92 0 3 >
< 6 5 7 2 0 1 >
< 6 6 4 58 0 7 >
< 6 7 2 23 0 4 >
< 6 8 10 84 0 2 >
< 6 9 9 66 0 10 >
< 6 10 11 12 0 9 >
< 6 11 8 36 0 11 >
< 6 12 15 4 0 8 >
< 6 13 13 88 0 15 >
< 6 14 14 64 0 13 >
< 6 15 12 12 1 14 >
< 7 1 4 29 0 16 >
< 7 2 1 25 0 4 >
< 7 3 7 44 0 1 >
< 7 4 6 87 0 7 >
< 7 5 3 42 0 6 >
< 7 6 2 44 0 3 >
< 7 7 5 86 0 2 >
< 7 8 9 28 0 5 >
< 7 9 11 86 0 9 >
< 7 10 10 74 0 11 >
< 7 11 15 77 0 10 >
< 7 12 14 59 0 15 >
< 7 13 13 94 0 14 >
< 7 14 8 58 0 13 >
< 7 15 12 16 1 8 >
< 8 1 5 31 0 16 >
< 8 2 4 58 0 5 >
< 8 3 1 94 0 4 >
< 8 4 6 69 0 1 >
< 8 5 3 44 0 6 >
< 8 6 2 93 0 3 >
< 8 7 7 92 0 2 >
< 8 8 10 80 0 7 >
< 8 9 9 63 0 10 >
< 8 10 13 47 0 9 >
< 8 11 14 3 0 13 >
< 8 12 8 79 0 14 >
< 8 13 12 39 0 8 >
< 8 14 15 80 0 12 >
< 8 15 11 75 1 15 >
< 9 1 2 69 0 16 >
< 9 2 3 27 0 2 >
< 9 3 1 76 0 3 >
< 9 4 6 19 0 1 >
< 9 5 7 86 0 6 >
< 9 6 4 16 0 7 >
< 9 7 5 31 0 4 >
< 9 8 13 33 0 5 >
< 9 9 10 69 0 13 >
< 9 10 14 19 0 10 >
< 9 11 11 43 0 14 >
< 9 12 15 9 0 11 >
< 9 13 12 37 0 15 >
< 9 14 8 35 0 12 >
< 9 15 9 24 1 8 >
< 10 1 3 75 0 16 >
< 10 2 4 78 0 3 >
< 10 3 7 41 0 4 >
< 10 4 5 60 0 7 >
< 10 5 6 59 0 5 >
< 10 6 1 42 0 6 >
< 10 7 2 60 0 1 >
< 10 8 13 18 0 2 >
< 10 9 9 31 0 13 >
< 10 10 11 15 0 9 >
< 10 11 8 54 0 11 >
< 10 12 15 60 0 8 >
< 10 13 10 20 0 15 >
< 10 14 12 61 0 10 >
< 10 15 14 69 1 12 >
< 11 1 5 89 0 16 >
< 11 2 7 20 0 5 >
< 11 3 2 27 0 7 >
< 11 4 6 78 0 2 >
< 11 5 4 2 0 6 >
< 11 6 3 21 0 4 >
< 11 7 1 55 0 3 >
< 11 8 14 79 0 1 >
< 11 9 12 77 0 14 >
< 11 10 11 99 0 12 >
< 11 11 10 70 0 11 >
< 11 12 13 30 0 10 >
< 11 13 8 97 0 13 >
< 11 14 9 41 0 8 >
< 11 15 15 98 1 9 >
< 12 1 7 1 0 16 >
< 12 2 3 10 0 7 >
< 12 3 5 84 0 3 >
< 12 4 6 72 0 5 >
< 12 5 1 14 0 6 >
< 12 6 2 9 0 1 >
< 12 7 4 51 0 2 >
< 12 8 8 22 0 4 >
< 12 9 15 65 0 8 >
< 12 10 11 100 0 15 >
< 12 11 14 65 0 11 >
< 12 12 12 43 0 14 >
< 12 13 9 10 0 12 >
< 12 14 13 14 0 9 >
< 12 15 10 19 1 13 >
< 13 1 6 50 0 16 >
< 13 2 3 13 0 6 >
< 13 3 4 49 0 3 >
< 13 4 7 75 0 4 >
< 13 5 2 42 0 7 >
< 13 6 1 81 0 2 >
< 13 7 5 89 0 1 >
< 13 8 10 100 0 5 >
< 13 9 15 54 0 10 >
< 13 10 14 37 0 15 >
< 13 11 11 7 0 14 >
< 13 12 12 38 0 11 >
< 13 13 9 25 0 12 >
< 13 14 13 78 0 9 >
< 13 15 8 79 1 13 >
< 14 1 3 44 0 16 >
< 14 2 4 77 0 3 >
< 14 3 6 26 0 4 >
< 14 4 2 42 0 6 >
< 14 5 5 9 0 2 >
< 14 6 7 73 0 5 >
< 14 7 1 60 0 7 >
< 14 8 10 61 0 1 >
< 14 9 11 85 0 10 >
< 14 10 13 14 0 11 >
< 14 11 12 92 0 13 >
< 14 12 8 100 0 12 >
< 14 13 15 49 0 8 >
< 14 14 9 46 0 15 >
< 14 15 14 12 1 9 >
< 15 1 3 72 0 16 >
< 15 2 1 53 0 3 >
< 15 3 2 43 0 1 >
< 15 4 6 65 0 2 >
< 15 5 7 59 0 6 >
< 15 6 5 87 0 7 >
< 15 7 4 13 0 5 >
< 15 8 9 71 0 4 >
< 15 9 13 25 0 9 >
< 15 10 10 71 0 13 >
< 15 11 11 89 0 10 >
< 15 12 12 2 0 11 >
< 15 13 8 76 0 12 >
< 15 14 15 21 0 8 >
< 15 15 14 12 1 15 >
< 16 1 3 60 0 16 >
< 16 2 7 28 0 3 >
< 16 3 6 33 0 7 >
< 16 4 2 36 0 6 >
< 16 5 1 6 0 2 >
< 16 6 4 96 0 1 >
< 16 7 5 48 0 4 >
< 16 8 10 40 0 5 >
< 16 9 12 79 0 10 >
< 16 10 11 60 0 12 >
< 16 11 9 39 0 11 >
< 16 12 14 34 0 9 >
< 16 13 8 54 0 14 >
< 16 14 13 20 0 8 >
< 16 15 15 52 1 13 >
< 17 1 6 82 0 16 >
< 17 2 3 12 0 6 >
< 17 3 4 11 0 3 >
< 17 4 5 61 0 4 >
< 17 5 2 21 0 5 >
< 17 6 1 21 0 2 >
< 17 7 7 34 0 1 >
< 17 8 13 86 0 7 >
< 17 9 15 53 0 13 >
< 17 10 9 7 0 15 >
< 17 11 10 4 0 9 >
< 17 12 8 95 0 10 >
< 17 13 11 62 0 8 >
< 17 14 14 54 0 11 >
< 17 15 12 82 1 14 >
< 18 1 6 72 0 16 >
< 18 2 1 13 0 6 >
< 18 3 4 46 0 1 >
< 18 4 7 97 0 4 >
< 18 5 2 87 0 7 >
< 18 6 5 87 0 2 >
< 18 7 3 11 0 5 >
< 18 8 8 45 0 3 >
< 18 9 15 85 0 8 >
< 18 10 12 66 0 15 >
< 18 11 9 43 0 12 >
< 18 12 10 39 0 9 >
< 18 13 14 34 0 10 >
< 18 14 11 30 0 14 >
< 18 15 13 55 1 11 >
< 19 1 2 39 0 16 >
< 19 2 6 19 0 2 >
< 19 3 1 19 0 6 >
< 19 4 5 73 0 1 >
< 19 5 7 63 0 5 >
< 19 6 4 30 0 7 >
< 19 7 3 69 0 4 >
< 19 8 10 36 0 3 >
< 19 9 8 13 0 10 >
< 19 10 11 96 0 8 >
< 19 11 13 27 0 11 >
< 19 12 14 59 0 13 >
< 19 13 15 76 0 14 >
< 19 14 12 62 0 15 >
< 19 15 9 14 1 12 >
