nj=20;
nm=15;
Ops = {
< 1 1 2 16 0 16 >
< 1 2 7 58 0 2 >
< 1 3 3 22 0 7 >
< 1 4 5 24 0 3 >
< 1 5 6 53 0 5 >
< 1 6 4 9 0 6 >
< 1 7 1 57 0 4 >
< 1 8 11 63 0 1 >
< 1 9 9 92 0 11 >
< 1 10 13 43 0 9 >
< 1 11 8 41 0 13 >
< 1 12 14 26 0 8 >
< 1 13 15 20 0 14 >
< 1 14 10 44 0 15 >
< 1 15 12 93 1 10 >
< 2 1 3 89 0 16 >
< 2 2 2 94 0 3 >
< 2 3 1 86 0 2 >
< 2 4 4 13 0 1 >
< 2 5 7 54 0 4 >
< 2 6 5 41 0 7 >
< 2 7 6 55 0 5 >
< 2 8 8 98 0 6 >
< 2 9 14 38 0 8 >
< 2 10 15 80 0 14 >
< 2 11 10 1 0 15 >
< 2 12 12 100 0 10 >
< 2 13 13 90 0 12 >
< 2 14 11 63 0 13 >
< 2 15 9 14 1 11 >
< 3 1 2 26 0 16 >
< 3 2 7 96 0 2 >
< 3 3 4 32 0 7 >
< 3 4 5 75 0 4 >
< 3 5 6 9 0 5 >
< 3 6 1 57 0 6 >
< 3 7 3 39 0 1 >
< 3 8 13 54 0 3 >
< 3 9 15 28 0 13 >
< 3 10 11 8 0 15 >
< 3 11 12 30 0 11 >
< 3 12 14 57 0 12 >
< 3 13 10 75 0 14 >
< 3 14 8 9 0 10 >
< 3 15 9 41 1 8 >
< 4 1 4 37 0 16 >
< 4 2 3 36 0 4 >
< 4 3 6 63 0 3 >
< 4 4 1 24 0 6 >
< 4 5 7 71 0 1 >
< 4 6 2 97 0 7 >
< 4 7 5 74 0 2 >
< 4 8 15 19 0 5 >
< 4 9 13 45 0 15 >
< 4 10 9 24 0 13 >
< 4 11 12 71 0 9 >
< 4 12 14 53 0 12 >
< 4 13 11 61 0 14 >
< 4 14 10 6 0 11 >
< 4 15 8 32 1 10 >
< 5 1 4 57 0 16 >
< 5 2 1 55 0 4 >
< 5 3 2 21 0 1 >
< 5 4 6 84 0 2 >
< 5 5 3 23 0 6 >
< 5 6 7 79 0 3 >
< 5 7 5 90 0 7 >
< 5 8 12 8 0 5 >
< 5 9 15 59 0 12 >
< 5 10 11 99 0 15 >
< 5 11 10 41 0 11 >
< 5 12 13 68 0 10 >
< 5 13 9 14 0 13 >
< 5 14 14 4 0 9 >
< 5 15 8 55 1 14 >
< 6 1 5 10 0 16 >
< 6 2 3 81 0 5 >
< 6 3 2 13 0 3 >
< 6 4 4 78 0 2 >
< 6 5 1 78 0 4 >
< 6 6 6 10 0 1 >
< 6 7 7 48 0 6 >
< 6 8 10 37 0 7 >
< 6 9 12 21 0 10 >
< 6 10 8 88 0 12 >
< 6 11 13 75 0 8 >
< 6 12 15 11 0 13 >
< 6 13 14 55 0 15 >
< 6 14 11 93 0 14 >
< 6 15 9 51 1 11 >
< 7 1 7 100 0 16 >
< 7 2 3 52 0 7 >
< 7 3 4 54 0 3 >
< 7 4 2 37 0 4 >
< 7 5 6 26 0 2 >
< 7 6 5 74 0 6 >
< 7 7 1 87 0 5 >
< 7 8 9 13 0 1 >
< 7 9 13 88 0 9 >
< 7 10 11 94 0 13 >
< 7 11 15 73 0 11 >
< 7 12 8 55 0 15 >
< 7 13 12 68 0 8 >
< 7 14 10 50 0 12 >
< 7 15 14 88 1 10 >
< 8 1 5 47 0 16 >
< 8 2 6 70 0 5 >
< 8 3 7 7 0 6 >
< 8 4 3 72 0 7 >
< 8 5 1 62 0 3 >
< 8 6 4 30 0 1 >
< 8 7 2 95 0 4 >
< 8 8 11 18 0 2 >
< 8 9 10 65 0 11 >
< 8 10 8 69 0 10 >
< 8 11 14 89 0 8 >
< 8 12 9 89 0 14 >
< 8 13 15 64 0 9 >
< 8 14 13 81 0 15 >
< 8 15 12 25 1 13 >
< 9 1 7 1 0 16 >
< 9 2 2 10 0 7 >
< 9 3 1 72 0 2 >
< 9 4 4 59 0 1 >
< 9 5 5 92 0 4 >
< 9 6 6 53 0 5 >
< 9 7 3 89 0 6 >
< 9 8 15 52 0 3 >
< 9 9 8 48 0 15 >
< 9 10 9 8 0 8 >
< 9 11 14 69 0 9 >
< 9 12 11 49 0 14 >
< 9 13 10 26 0 11 >
< 9 14 13 76 0 10 >
< 9 15 12 97 1 13 >
< 10 1 7 85 0 16 >
< 10 2 3 47 0 7 >
< 10 3 5 45 0 3 >
< 10 4 2 99 0 5 >
< 10 5 1 39 0 2 >
< 10 6 6 32 0 1 >
< 10 7 4 87 0 6 >
< 10 8 11 56 0 4 >
< 10 9 9 98 0 11 >
< 10 10 12 13 0 9 >
< 10 11 8 96 0 12 >
< 10 12 13 71 0 8 >
< 10 13 15 95 0 13 >
< 10 14 10 11 0 15 >
< 10 15 14 78 1 10 >
< 11 1 1 17 0 16 >
< 11 2 3 21 0 1 >
